prompt,response,instructions
"Player has 37 hp and 54 mp. Enemy has 691 hp and 148 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 3617 hp and 30 mp. Enemy has 1877 hp and 691 mp. Available actions: attack, fire spell, thunder spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [thunder spell] for more damage.
"Player has 1494 hp and 18 mp. Enemy has 3883 hp and 248 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 4232 hp and 78 mp. Enemy has 4335 hp and 269 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 2312 hp and 129 mp. Enemy has 4457 hp and 627 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 808 hp and 58 mp. Enemy has 2852 hp and 562 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 230 hp and 97 mp. Enemy has 89 hp and 595 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 3873 hp and 63 mp. Enemy has 3502 hp and 445 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 3637 hp and 59 mp. Enemy has 871 hp and 466 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 4845 hp and 52 mp. Enemy has 4738 hp and 253 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 119 hp and 93 mp. Enemy has 2965 hp and 717 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],You should use [cura spell] to heal more HP.
"Player has 3428 hp and 96 mp. Enemy has 4682 hp and 288 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 607 hp and 88 mp. Enemy has 810 hp and 724 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 1767 hp and 48 mp. Enemy has 1890 hp and 71 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 1293 hp and 36 mp. Enemy has 1438 hp and 339 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [blizzard spell] for more damage.
"Player has 3545 hp and 5 mp. Enemy has 437 hp and 279 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 3480 hp and 111 mp. Enemy has 3412 hp and 236 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 1352 hp and 60 mp. Enemy has 812 hp and 208 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2186 hp and 118 mp. Enemy has 3571 hp and 716 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 2511 hp and 62 mp. Enemy has 4966 hp and 131 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 4496 hp and 43 mp. Enemy has 4874 hp and 619 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 2912 hp and 26 mp. Enemy has 4158 hp and 577 mp. Available actions: attack, fire spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [fire spell] for more damage.
"Player has 2175 hp and 76 mp. Enemy has 2518 hp and 634 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 1564 hp and 95 mp. Enemy has 1397 hp and 478 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 3858 hp and 51 mp. Enemy has 2106 hp and 328 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 1439 hp and 80 mp. Enemy has 2293 hp and 161 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 3888 hp and 106 mp. Enemy has 2090 hp and 694 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 1688 hp and 13 mp. Enemy has 2774 hp and 411 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [attack] for more damage.
"Player has 2325 hp and 12 mp. Enemy has 4542 hp and 490 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [attack] for more damage.
"Player has 2749 hp and 9 mp. Enemy has 556 hp and 156 mp. Available actions: attack, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [attack] for more damage.
"Player has 1326 hp and 69 mp. Enemy has 1554 hp and 297 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 2325 hp and 144 mp. Enemy has 1067 hp and 199 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 3766 hp and 75 mp. Enemy has 3300 hp and 357 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 2582 hp and 80 mp. Enemy has 4266 hp and 32 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 4623 hp and 53 mp. Enemy has 3215 hp and 164 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 3069 hp and 57 mp. Enemy has 3756 hp and 329 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 2625 hp and 137 mp. Enemy has 4432 hp and 21 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was cura spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 644 hp and 30 mp. Enemy has 4932 hp and 246 mp. Available actions: attack, fire spell, thunder spell, potion, elixer. Last enemy move was attack.",The next action to take is [thunder spell],You should use a [potion] to heal.
"Player has 4307 hp and 111 mp. Enemy has 2785 hp and 464 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 226 hp and 11 mp. Enemy has 1721 hp and 337 mp. Available actions: attack, potion, elixer. Last enemy move was fire spell.",The next action to take is [attack],You should use [elixer] to fully restore health and MP.
"Player has 4439 hp and 132 mp. Enemy has 78 hp and 774 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, elixer. Last enemy move was attack.",The next action to take is [attack],Consider using [meteor spell] for more damage.
