prompt,response,instructions
"Player has 1901 hp and 39 mp. Enemy has 4329 hp and 524 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [fire spell],Consider using [blizzard spell] for more damage.
"Player has 1675 hp and 77 mp. Enemy has 4505 hp and 28 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 1965 hp and 126 mp. Enemy has 1896 hp and 292 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 2091 hp and 84 mp. Enemy has 1110 hp and 740 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 2874 hp and 3 mp. Enemy has 1847 hp and 133 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 3890 hp and 63 mp. Enemy has 3336 hp and 34 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 4337 hp and 77 mp. Enemy has 3398 hp and 651 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 515 hp and 37 mp. Enemy has 3309 hp and 488 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],You should use [cura spell] to heal more HP.
"Player has 3000 hp and 31 mp. Enemy has 827 hp and 413 mp. Available actions: attack, fire spell, thunder spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [thunder spell] for more damage.
"Player has 3342 hp and 49 mp. Enemy has 2014 hp and 191 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 562 hp and 112 mp. Enemy has 5000 hp and 582 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [attack],You should use [cura spell] to heal more HP.
"Player has 1980 hp and 40 mp. Enemy has 277 hp and 148 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 1255 hp and 46 mp. Enemy has 3014 hp and 381 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 1480 hp and 30 mp. Enemy has 4754 hp and 333 mp. Available actions: attack, fire spell, thunder spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [elixer],Consider using [thunder spell] for more damage.
"Player has 4096 hp and 84 mp. Enemy has 238 hp and 678 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 2665 hp and 148 mp. Enemy has 2992 hp and 273 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 4302 hp and 92 mp. Enemy has 3189 hp and 473 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 903 hp and 76 mp. Enemy has 221 hp and 561 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 3789 hp and 24 mp. Enemy has 1900 hp and 566 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [grenade] for more damage.
"Player has 4989 hp and 52 mp. Enemy has 4028 hp and 800 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2240 hp and 134 mp. Enemy has 4818 hp and 149 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 1245 hp and 50 mp. Enemy has 234 hp and 122 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [elixer],Consider using [meteor spell] for more damage.
"Player has 776 hp and 76 mp. Enemy has 4804 hp and 715 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [fire spell],You should use [cura spell] to heal more HP.
"Player has 1128 hp and 82 mp. Enemy has 980 hp and 495 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 1189 hp and 74 mp. Enemy has 3765 hp and 459 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 2764 hp and 107 mp. Enemy has 3493 hp and 497 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 3282 hp and 28 mp. Enemy has 2909 hp and 292 mp. Available actions: attack, fire spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [potion],Consider using [fire spell] for more damage.
"Player has 3149 hp and 147 mp. Enemy has 1659 hp and 563 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
"Player has 2515 hp and 53 mp. Enemy has 2187 hp and 492 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [grenade],Consider using [meteor spell] for more damage.
"Player has 2003 hp and 146 mp. Enemy has 1056 hp and 427 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [blizzard spell],Consider using [meteor spell] for more damage.
"Player has 3179 hp and 41 mp. Enemy has 2031 hp and 405 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [thunder spell],Consider using [meteor spell] for more damage.
"Player has 1728 hp and 127 mp. Enemy has 441 hp and 73 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was cura spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 1022 hp and 86 mp. Enemy has 2872 hp and 509 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [fire spell],Consider using [meteor spell] for more damage.
"Player has 4171 hp and 15 mp. Enemy has 3056 hp and 572 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [grenade] for more damage.
"Player has 2316 hp and 20 mp. Enemy has 3466 hp and 549 mp. Available actions: attack, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [grenade],Consider using [grenade] for more damage.
"Player has 3750 hp and 143 mp. Enemy has 4871 hp and 222 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [cura spell],Consider using [meteor spell] for more damage.
"Player has 1083 hp and 48 mp. Enemy has 961 hp and 462 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [meteor spell],Consider using [meteor spell] for more damage.
"Player has 3193 hp and 87 mp. Enemy has 2438 hp and 670 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was attack.",The next action to take is [potion],Consider using [meteor spell] for more damage.
"Player has 2215 hp and 48 mp. Enemy has 997 hp and 278 mp. Available actions: attack, fire spell, thunder spell, blizzard spell, meteor spell, cura spell, potion, grenade, elixer. Last enemy move was fire spell.",The next action to take is [attack],Consider using [meteor spell] for more damage.
